Player,Comp,Age,Min,Gls,Ast,Pos,Tkl,Int,Clr,Blocks,Succ,Carries,KP,xG,xAG,Club
Thierno Barry,es La Liga,21.0,2323,11,4,FW,11,0,19,8,18,347,23,12.5,2.9,
Davide Bartesaghi,it Serie A,18.0,118,0,0,DF,4,3,1,3,0,55,2,0.0,0.1,
Marc Bartra,es La Liga,33.0,2099,2,1,DF,33,33,148,8,7,804,4,1.2,0.2,
Federico Baschirotto,it Serie A,27.0,3420,2,0,DF,37,23,237,5,4,940,4,1.2,0.2,
Daniele Baselli,it Serie A,32.0,22,0,0,MF,0,1,1,0,0,22,0,0.0,0.0,
Calvin Bassey,eng Premier League,24.0,3074,1,0,DF,54,20,118,17,15,1571,3,1.0,0.1,
Aboubacar Bassinga,es La Liga,19.0,4,0,0,MF,0,0,0,0,0,3,0,0.0,0.0,
Alessandro Bastoni,it Serie A,25.0,2333,1,5,DF,46,21,52,18,7,1633,27,0.8,2.3,
Augusto Batalla,es La Liga,28.0,2880,0,0,GK,4,0,15,3,6,769,1,0.0,0.0,
Michy Batshuayi,de Bundesliga,30.0,300,3,0,FW,1,1,0,0,2,60,1,1.2,0.0,
Dylan Batubinsika,fr Ligue 1,28.0,2016,1,0,DF,26,39,140,4,6,790,4,0.8,0.2,
Maximilian Bauer,de Bundesliga,24.0,658,0,0,DF,14,6,35,2,0,216,2,0.2,0.1,
Oliver Baumann,de Bundesliga,34.0,2520,0,0,GK,2,0,15,0,1,678,3,0.0,1.0,
Christoph Baumgartner,de Bundesliga,24.0,1610,2,1,MF,44,12,24,29,17,438,20,4.5,1.3,
Rafael Bauza,es La Liga,19.0,183,0,0,MF,5,0,5,1,1,37,0,0.1,0.0,
Altay Bayındır,eng Premier League,26.0,360,0,0,GK,0,0,9,2,0,110,0,0.0,0.0,
Ihlas Bebou,de Bundesliga,30.0,9,0,0,MF,0,0,0,0,0,4,0,0.0,0.0,
Adrian Beck,de Bundesliga,27.0,1598,4,1,"MF,FW",36,9,17,19,40,553,21,3.3,1.2,
Sheraldo Becker,es La Liga,29.0,995,2,1,"FW,MF",3,1,10,14,4,242,8,2.0,2.0,
Timo Becker,de Bundesliga,27.0,2445,0,2,DF,53,17,110,26,12,588,6,1.4,0.8,
Jan Bednarek,eng Premier League,28.0,2531,2,0,DF,36,56,190,4,3,1046,5,0.7,0.5,
Donny van de Beek,es La Liga,27.0,1421,2,2,MF,29,10,12,13,6,281,18,1.5,3.2,
Hannes Behrens,de Bundesliga,,29,0,0,DF,1,2,0,0,1,13,0,0.0,0.0,
Kevin Behrens,de Bundesliga,33.0,170,1,0,FW,1,1,2,2,0,41,2,2.3,0.1,
Maximilian Beier,de Bundesliga,21.0,1591,8,5,"FW,MF",25,7,14,22,22,338,24,7.7,3.3,
Luken Beitia,es La Liga,20.0,8,0,0,DF,1,0,2,0,0,6,0,0.0,0.0,
Ismael Bekhoucha,es La Liga,19.0,69,0,0,"MF,DF",1,2,2,0,2,16,0,0.0,0.0,
Reda Belahyane,it Serie A,20.0,1658,0,2,MF,36,10,22,9,33,551,16,0.2,1.0,
Reda Belahyane,it Serie A,20.0,198,0,0,MF,8,1,5,1,3,76,0,0.0,0.0,
Haris Belkebla,fr Ligue 1,30.0,1792,0,1,MF,56,35,46,14,9,558,5,0.1,0.9,
Yassin Belkhdim,fr Ligue 1,22.0,1523,1,1,MF,53,21,41,17,2,343,5,0.8,0.6,
Stefan Bell,de Bundesliga,32.0,1436,0,1,DF,22,28,107,4,2,415,5,0.8,1.0,
Armel Bella Kotchap,eng Premier League,22.0,331,0,0,DF,7,5,21,1,0,186,0,0.3,0.0,
Raoul Bellanova,it Serie A,24.0,87,0,0,DF,0,0,4,0,0,34,1,0.0,0.1,
Raoul Bellanova,it Serie A,24.0,2402,0,9,DF,24,18,45,37,21,822,34,1.1,4.7,
Jean-Ricner Bellegarde,eng Premier League,26.0,1677,2,7,"MF,FW",39,10,18,21,14,528,27,1.5,3.8,
Héctor Bellerín,es La Liga,29.0,580,0,2,DF,13,6,21,6,6,212,8,0.2,2.0,
Jude Bellingham,es La Liga,21.0,2488,9,8,MF,61,28,23,27,41,1229,42,11.4,3.9,
Jeanuël Belocian,de Bundesliga,19.0,68,0,0,"DF,MF",1,0,2,1,1,16,0,0.0,0.0,
Andrea Belotti,it Serie A,30.0,593,2,0,FW,7,1,8,6,2,106,7,2.5,0.4,
Fran Beltrán,es La Liga,25.0,2421,2,1,MF,50,26,34,16,10,951,15,1.0,1.8,
Lucas Beltrán,it Serie A,23.0,1864,5,4,"FW,MF",23,5,14,10,15,468,29,5.4,3.0,
Eliesse Ben Seghir,fr Ligue 1,19.0,1750,6,3,"MF,FW",31,13,4,18,35,843,33,5.5,5.2,
Carlos Benavídez,es La Liga,26.0,487,1,1,MF,19,8,14,5,4,147,3,0.3,0.6,
Adrian Benedyczak,it Serie A,23.0,214,0,0,"FW,MF",0,0,8,1,0,44,2,0.3,0.1,
László Bénes,de Bundesliga,26.0,589,2,1,"MF,FW",2,3,9,7,1,207,19,0.9,1.0,
Iker Benito,es La Liga,21.0,37,0,0,"FW,MF",0,1,2,0,0,8,1,0.0,0.0,
Ismaël Bennacer,it Serie A,26.0,300,0,0,MF,5,3,1,1,9,156,4,0.1,0.1,
Ismaël Bennacer,fr Ligue 1,26.0,646,0,2,MF,21,10,2,7,7,552,13,0.1,1.8,
Saïd Benrahma,fr Ligue 1,28.0,735,1,3,"FW,MF",9,3,2,11,8,286,14,2.0,2.1,
Ramy Bensebaini,de Bundesliga,29.0,2022,1,6,DF,51,33,86,18,5,941,15,1.3,3.2,
Nabil Bentaleb,fr Ligue 1,29.0,329,1,0,MF,4,5,7,1,0,130,1,0.7,0.0,
Rodrigo Bentancur,eng Premier League,27.0,1645,2,0,MF,40,40,38,19,9,764,10,1.3,0.4,
Daniel Bentley,eng Premier League,31.0,180,0,0,GK,0,0,1,0,0,39,0,0.0,0.0,
Lucas Beraldo,fr Ligue 1,20.0,2011,1,0,DF,38,21,63,6,1,1395,8,0.9,0.4,
Yuri Berchiche,es La Liga,34.0,2044,0,2,DF,33,27,72,19,6,775,18,0.6,2.2,
Álex Berenguer,es La Liga,29.0,2339,6,7,"FW,MF",32,10,18,28,33,643,46,6.8,5.0,
Sander Berge,eng Premier League,26.0,2224,0,0,MF,50,21,38,8,11,804,18,0.4,0.6,
Lucas Bergvall,eng Premier League,18.0,1212,0,1,MF,39,24,22,11,21,531,11,0.7,0.6,
Medon Berisha,it Serie A,20.0,716,0,1,MF,12,11,5,4,3,279,11,0.7,0.6,
Mergim Berisha,de Bundesliga,26.0,333,1,1,"FW,MF",3,0,3,0,3,60,3,1.0,1.0,
Mergim Berisha,de Bundesliga,26.0,40,0,0,FW,1,0,0,0,0,11,0,0.2,0.0,
Adrian Bernabe,it Serie A,23.0,1453,1,1,MF,29,7,26,18,15,738,22,1.3,1.1,
Marc Bernal,es La Liga,17.0,242,0,0,MF,8,1,4,2,2,97,1,0.1,0.0,
Bernardo,de Bundesliga,29.0,1782,0,0,DF,46,26,103,30,3,630,4,0.7,0.7,
Juan Bernat,es La Liga,31.0,212,0,1,"DF,MF",9,1,4,4,3,83,4,0.3,0.4,
Juan Bernat,es La Liga,31.0,699,0,1,"MF,DF",19,2,12,14,12,148,7,0.1,0.7,
Maxime Bernauer,fr Ligue 1,26.0,763,0,0,DF,9,5,44,3,2,327,1,0.1,0.0,
Antoine Bernede,it Serie A,25.0,594,1,0,MF,15,5,3,10,2,156,10,0.8,0.5,
Alexander Bernhardsson,de Bundesliga,25.0,1263,7,2,"FW,MF",29,5,25,13,22,264,17,4.1,1.3,
Victor Bernth Kristiansen,eng Premier League,21.0,2482,0,1,DF,87,42,75,24,8,816,18,0.3,1.4,
Matúš Bero,de Bundesliga,28.0,2565,5,2,MF,65,17,35,37,19,736,54,4.0,3.7,
Juan Berrocal,es La Liga,25.0,1063,0,0,DF,14,15,59,1,0,196,1,0.4,0.0,
Dimitry Bertaud,fr Ligue 1,26.0,360,0,0,GK,0,0,2,0,0,63,0,0.0,0.0,
Jan-Niklas Beste,de Bundesliga,25.0,212,0,1,"FW,MF",2,1,7,2,2,73,3,0.9,0.4,
Beto,eng Premier League,26.0,1534,8,0,FW,14,4,24,13,19,267,12,8.2,1.2,
Sam Beukema,it Serie A,25.0,3012,0,1,DF,54,30,111,12,1,1519,10,1.5,0.9,
Alessandro Bianco,it Serie A,21.0,2600,1,0,MF,51,22,53,23,17,1186,18,1.3,1.2,
Alessandro Bianco,it Serie A,21.0,18,0,0,MF,0,0,0,0,0,8,0,0.0,0.0,
Mika Biereth,fr Ligue 1,21.0,1228,13,2,FW,5,4,7,15,1,212,22,11.3,4.5,
Jaka Bijol,it Serie A,25.0,2963,1,0,DF,43,38,182,6,2,1211,12,2.0,0.6,
El Bilal Touré,de Bundesliga,22.0,356,2,1,"FW,MF",4,0,1,3,3,72,7,1.6,1.1,
Philip Billing,eng Premier League,28.0,184,0,0,MF,14,5,2,2,1,58,9,0.6,1.1,
Philip Billing,it Serie A,28.0,197,1,0,MF,9,4,6,2,1,62,3,1.5,0.1,
Cristiano Biraghi,it Serie A,31.0,1158,0,0,DF,16,8,44,17,1,390,25,0.5,2.7,
Cristiano Biraghi,it Serie A,31.0,433,1,0,DF,4,4,11,5,0,178,6,0.2,0.3,
Samuele Birindelli,it Serie A,25.0,1468,3,0,"DF,MF",22,10,34,17,5,457,18,2.1,1.4,
Tom Bischof,de Bundesliga,19.0,2559,5,2,"MF,FW",95,30,53,54,29,962,50,2.2,3.6,
Yves Bissouma,eng Premier League,27.0,1408,2,0,MF,49,18,40,10,7,610,6,0.6,0.3,
Leonardo Bittencourt,de Bundesliga,30.0,982,2,1,MF,25,15,11,10,1,530,14,1.6,1.6,
Emmanuel Biumla,fr Ligue 1,19.0,1336,1,0,DF,19,8,84,2,7,380,1,0.7,0.0,
Marco Bizot,fr Ligue 1,33.0,2880,0,0,GK,2,0,33,0,0,658,0,0.0,0.0,
Bjarki Bjarkason,it Serie A,24.0,165,0,0,"DF,MF",3,2,4,3,1,71,1,0.0,0.1,
Antonio Blanco,es La Liga,24.0,2727,0,1,MF,67,42,48,24,15,762,15,0.8,1.6,
Ludovic Blas,fr Ligue 1,26.0,2293,6,8,"MF,FW",38,13,11,20,44,781,47,5.0,4.6,
Daley Blind,es La Liga,34.0,2780,0,2,DF,49,32,94,29,15,1862,19,0.5,1.6,
Myron Boadu,de Bundesliga,23.0,1042,9,1,FW,2,1,4,11,11,179,11,7.7,1.1,
Augustine Boakye,fr Ligue 1,23.0,733,3,0,"FW,MF",7,6,4,7,13,194,13,1.8,0.9,
Oscar Bobb,eng Premier League,21.0,16,0,0,FW,0,0,0,0,2,10,1,0.0,0.1,
Mathéo Bodmer,fr Ligue 1,20.0,6,0,0,MF,0,0,1,0,0,0,0,0.0,0.0,
Sacha Boey,de Bundesliga,23.0,593,0,2,DF,20,2,14,4,6,360,3,0.1,1.2,
Jeremie Boga,fr Ligue 1,27.0,1054,1,2,"MF,FW",10,3,2,13,25,338,24,2.3,2.8,
Lamare Bogarde,eng Premier League,20.0,476,0,0,"DF,MF",14,1,13,1,2,173,2,0.0,0.1,
Emil Bohinen,it Serie A,25.0,166,0,0,MF,4,1,6,3,0,51,3,0.1,0.1,
Adama Boiro,es La Liga,22.0,1101,0,0,"DF,FW",20,12,27,10,8,288,5,0.3,0.5,
Willy Boly,eng Premier League,33.0,150,0,0,DF,6,3,12,0,0,35,0,0.1,0.0,
Moïse Bombito,fr Ligue 1,24.0,2192,0,0,DF,37,18,121,8,12,906,2,0.7,0.2,
Warren Bondo,it Serie A,20.0,1618,0,0,MF,35,5,8,9,20,511,5,0.4,0.3,
Warren Bondo,it Serie A,20.0,162,0,0,MF,5,0,2,1,1,66,1,0.0,0.1,
Victor Boniface,de Bundesliga,23.0,1008,8,1,FW,5,0,5,7,15,207,10,7.8,1.1,
Kevin Bonifazi,it Serie A,28.0,65,0,0,DF,1,2,3,0,1,28,0,0.0,0.0,
Ange-Yoan Bonny,it Serie A,20.0,2529,6,4,FW,34,3,17,19,33,527,30,9.4,2.9,
Sebastiaan Bornauw,de Bundesliga,25.0,788,2,1,DF,9,12,36,3,0,206,1,1.2,0.5,
Sven Botman,eng Premier League,24.0,412,0,0,DF,12,5,25,0,1,145,2,0.5,0.5,
Saïmon Bouabré,fr Ligue 1,18.0,97,0,0,"MF,FW",1,0,0,1,0,27,0,0.0,0.0,
Ayyoub Bouaddi,fr Ligue 1,16.0,1151,0,1,MF,50,10,12,13,14,383,5,0.1,1.0,
Badredine Bouanani,fr Ligue 1,19.0,1099,3,3,"MF,FW",11,11,4,11,14,362,20,2.7,2.4,
Benjamin Bouchouari,fr Ligue 1,22.0,1772,1,0,MF,33,17,15,15,27,733,16,0.6,0.9,
Hicham Boudaoui,fr Ligue 1,24.0,2435,2,3,MF,76,22,45,27,25,770,22,2.7,3.0,
Carlo Boukhalfa,de Bundesliga,25.0,1646,2,0,MF,26,12,25,15,12,290,11,1.5,1.1,
Justin Bourgault,fr Ligue 1,18.0,122,1,0,DF,2,0,1,2,0,45,1,0.1,0.1,
Benjamin Bourigeaud,fr Ligue 1,30.0,80,1,0,MF,1,2,1,1,1,20,0,0.2,0.0,
Edoardo Bove,it Serie A,22.0,836,1,2,"MF,FW",24,6,8,13,7,251,11,0.6,1.5,
Jarrod Bowen,eng Premier League,27.0,2973,13,8,"FW,MF",41,16,25,44,44,741,51,8.6,6.8,
Enzo Boyomo,es La Liga,22.0,2987,2,0,DF,68,44,137,9,9,965,4,1.5,0.9,
Enzo Boyomo,es La Liga,22.0,270,0,0,DF,6,1,7,0,1,128,0,0.1,0.0,
Domagoj Bradarić,it Serie A,24.0,1933,1,0,DF,36,15,49,25,15,426,25,0.8,2.2,
Conor Bradley,eng Premier League,21.0,754,0,2,DF,14,4,31,12,10,369,7,0.7,1.4,
Bilal Brahimi,fr Ligue 1,24.0,76,0,0,MF,0,0,2,1,0,29,1,0.0,0.0,
Julian Brandt,de Bundesliga,28.0,2303,5,10,MF,26,14,13,30,19,869,61,4.8,8.5,
Jarrad Branthwaite,eng Premier League,22.0,2511,0,1,DF,36,27,191,7,3,747,3,1.2,0.7,
Darko Brašanac,es La Liga,32.0,1617,1,2,MF,26,16,34,20,2,268,9,1.8,0.4,
Lilian Brassier,fr Ligue 1,24.0,779,0,0,DF,8,9,28,6,1,447,1,0.2,0.0,
Lilian Brassier,fr Ligue 1,24.0,1234,1,1,DF,15,22,62,8,2,630,6,1.5,0.3,
Matthias Braunöder,it Serie A,22.0,268,0,0,MF,10,2,4,1,1,88,0,0.1,0.0,
Iker Bravo,it Serie A,19.0,682,2,1,"FW,MF",10,1,4,4,11,157,7,0.9,0.4,
James Bree,eng Premier League,26.0,1075,0,1,DF,19,9,29,9,4,363,10,0.1,0.9,
Tim Breithaupt,de Bundesliga,22.0,120,0,1,MF,1,2,0,2,2,44,1,0.1,0.4,
Gleison Bremer,it Serie A,27.0,540,0,0,DF,15,6,16,0,3,352,0,0.1,0.0,
Brenner,it Serie A,24.0,386,1,2,"MF,FW",6,1,6,3,3,94,5,0.6,0.5,
Ben Brereton,eng Premier League,25.0,449,0,0,FW,3,0,4,3,1,136,3,0.9,0.1,
Marco Brescianini,it Serie A,24.0,991,4,2,MF,18,2,6,14,8,355,7,3.1,1.0,
Maximilian Breunig,de Bundesliga,23.0,350,2,0,"FW,MF",4,1,3,6,3,78,4,3.4,0.2,
Anthony Briançon,fr Ligue 1,29.0,1,0,0,DF,0,0,0,0,0,0,0,0.0,0.0,
Nathan Broadhead,eng Premier League,26.0,702,2,0,"MF,FW",9,4,5,11,17,174,7,1.7,0.7,
Armando Broja,eng Premier League,22.0,334,0,0,FW,3,1,4,1,8,64,4,0.1,0.2,
David Brooks,eng Premier League,27.0,960,2,0,"FW,MF",14,5,9,14,11,342,20,2.5,1.9,
Arvid Brorsson,it Serie A,25.0,362,0,0,DF,4,2,35,0,1,185,0,0.0,0.0,
Moritz Broschinski,de Bundesliga,23.0,1390,1,3,"FW,MF",19,1,18,24,14,322,13,4.2,1.8,
Nathaniel Brown,de Bundesliga,21.0,1947,3,6,"DF,MF",71,15,55,28,11,600,39,2.2,5.1,
Jacob Bruun Larsen,de Bundesliga,25.0,400,2,2,"FW,MF",4,1,2,3,7,147,8,2.3,0.6,
Jacob Bruun Larsen,de Bundesliga,25.0,414,1,0,"MF,FW",1,1,4,6,10,127,11,0.6,1.2,
Tajon Buchanan,it Serie A,25.0,95,0,0,"DF,FW",3,0,3,1,3,42,1,0.0,0.1,
Tajon Buchanan,es La Liga,25.0,416,1,2,MF,10,1,1,4,10,133,5,0.9,0.5,
Ante Budimir,es La Liga,33.0,2952,21,4,FW,20,2,26,9,10,380,16,18.3,1.7,
Emi Buendía,eng Premier League,27.0,98,0,0,"MF,FW",6,0,2,0,0,53,1,0.7,0.0,
Emi Buendía,de Bundesliga,27.0,257,2,0,MF,6,0,0,2,6,108,6,0.9,0.9,
Manu Bueno,es La Liga,20.0,140,1,0,"MF,FW",4,0,2,0,1,56,0,0.1,0.0,
Santiago Bueno,eng Premier League,25.0,1687,0,0,DF,41,15,70,9,0,555,0,0.4,0.0,
Endika Buján,es La Liga,21.0,7,0,0,FW,0,0,0,0,1,5,0,0.0,0.0,
Marius Bülter,de Bundesliga,31.0,1729,7,2,"FW,DF",13,4,14,31,24,511,22,3.7,3.1,
Facundo Buonanotte,eng Premier League,19.0,1523,5,2,"FW,MF",53,12,14,9,28,479,24,3.9,3.1,
Alessandro Buongiorno,it Serie A,25.0,1924,1,0,DF,39,35,73,8,1,902,5,0.8,0.6,
Cameron Burgess,eng Premier League,28.0,1541,0,2,DF,17,14,128,7,0,430,7,1.1,0.5,
Jonathan Burkardt,de Bundesliga,24.0,2109,18,2,FW,15,1,14,24,16,447,20,14.8,3.1,
Oliver Burke,de Bundesliga,27.0,908,5,0,FW,11,2,6,16,7,246,14,4.1,1.7,
Dan Burn,eng Premier League,32.0,3330,1,1,DF,39,27,197,16,3,1346,9,2.0,0.9,
Rareș-Cătălin Burnete,it Serie A,20.0,28,0,0,FW,0,0,0,0,1,12,0,0.1,0.0,
Wes Burns,eng Premier League,29.0,926,0,1,"FW,DF",13,10,13,24,9,216,10,0.5,1.6,
Marnon Busch,de Bundesliga,29.0,1396,0,1,"DF,MF",26,13,65,16,3,495,12,0.4,1.1,
Gianluca Busio,it Serie A,22.0,2518,2,0,MF,46,19,52,39,15,747,28,2.4,1.6,
Aurélio Buta,fr Ligue 1,27.0,1970,0,1,DF,37,22,59,18,9,546,10,0.3,0.8,
Jean Butez,it Serie A,29.0,1666,0,0,GK,0,0,18,1,0,534,1,0.0,0.0,
Nathan Butler-Oyedeji,eng Premier League,21.0,7,0,0,FW,0,0,0,0,0,0,0,0.1,0.0,
Marcin Bułka,fr Ligue 1,24.0,3060,0,0,GK,0,0,16,1,0,702,1,0.0,0.2,
Pau Cabanes,es La Liga,19.0,163,1,0,"MF,FW",4,3,2,4,5,74,4,0.5,0.4,
Pau Cabanes,es La Liga,19.0,188,0,0,"MF,FW",8,0,1,4,4,83,1,0.0,0.0,
Rémy Cabella,fr Ligue 1,34.0,1011,1,2,"FW,MF",39,8,5,9,19,546,26,4.0,2.3,
Leandro Cabrera,es La Liga,33.0,2869,4,2,DF,40,30,199,13,1,833,9,1.1,0.9,
Liberato Cacace,it Serie A,23.0,2230,2,4,"MF,DF",37,22,59,32,14,542,25,2.6,1.7,
Alessio Cacciamani,it Serie A,17.0,31,0,0,"MF,DF",0,1,0,2,1,14,0,0.0,0.0,
Anthony Caci,de Bundesliga,27.0,2684,1,7,DF,60,27,47,61,29,960,50,3.1,6.6,
Mathieu Cafaro,fr Ligue 1,27.0,732,1,0,"MF,FW",10,7,3,5,7,169,13,1.5,1.3,
Moisés Caicedo,eng Premier League,22.0,3351,1,2,"MF,DF",114,49,60,20,29,1409,30,0.8,3.0,
Tom Cairney,eng Premier League,33.0,628,2,0,MF,13,4,3,8,5,456,11,0.8,1.1,
Jens Cajuste,eng Premier League,24.0,1959,1,1,MF,44,28,33,12,28,481,13,0.7,0.8,
Davide Calabria,it Serie A,27.0,632,0,1,DF,12,3,22,8,0,271,13,0.1,1.3,
Davide Calabria,it Serie A,27.0,316,0,0,DF,10,8,8,5,3,159,1,0.3,0.2,
Riccardo Calafiori,eng Premier League,22.0,983,2,1,DF,27,9,25,11,9,308,6,0.9,0.3,
Luca Caldirola,it Serie A,33.0,876,0,0,DF,11,11,43,2,1,461,2,0.3,0.1,
Fernando Calero,es La Liga,28.0,715,1,0,"DF,MF",18,16,50,2,0,236,3,0.3,0.0,
Duje Ćaleta-Car,fr Ligue 1,27.0,1584,1,0,DF,20,17,97,5,1,672,2,2.1,0.1,
Hakan Çalhanoğlu,it Serie A,30.0,1879,5,6,MF,43,17,24,12,3,1150,49,4.4,5.6,
Dominic Calvert-Lewin,eng Premier League,27.0,1609,3,1,FW,9,7,23,12,10,280,7,6.7,0.6,
Drissa Camara,it Serie A,22.0,447,0,0,"MF,FW",9,3,1,5,17,174,5,1.2,0.8,
Issiaga Camara,fr Ligue 1,19.0,20,0,0,MF,2,3,0,0,0,11,0,0.0,0.0,
Lamine Camara,fr Ligue 1,20.0,2054,2,7,MF,66,31,32,20,12,967,44,2.3,4.4,
Mahdi Camara,fr Ligue 1,26.0,2659,5,3,"MF,FW",71,33,29,24,29,828,26,4.1,2.0,
Ousmane Camara,fr Ligue 1,21.0,252,0,0,DF,4,0,18,1,0,70,1,0.1,0.0,
Francesco Camarda,it Serie A,16.0,206,0,0,"FW,MF",5,0,3,0,2,34,5,0.6,0.5,
Eduardo Camavinga,es La Liga,21.0,1102,1,2,"MF,DF",42,18,23,11,15,565,11,0.4,0.8,
Nicolò Cambiaghi,it Serie A,23.0,620,1,3,FW,16,2,2,6,11,241,12,0.8,1.9,
Andrea Cambiaso,it Serie A,24.0,2221,2,3,"DF,FW",46,16,34,39,27,1195,34,0.7,2.6,
Axel Camblan,fr Ligue 1,20.0,26,0,0,"MF,FW",1,0,0,1,0,5,0,0.0,0.0,
Sergio Camello,es La Liga,23.0,1134,3,2,FW,9,4,16,12,13,222,19,4.1,2.0,
José Campaña,es La Liga,31.0,1189,0,3,MF,21,19,19,8,8,478,14,0.1,0.9,
Thomas Campaniello,it Serie A,16.0,25,0,0,FW,0,0,0,0,0,5,0,0.5,0.0,
Cole Campbell,de Bundesliga,18.0,22,0,0,"MF,FW",0,0,1,0,0,10,0,0.0,0.0,
Emre Can,de Bundesliga,30.0,2105,3,0,"DF,MF",50,20,89,10,15,1405,8,2.0,0.7,
Peio Canales,es La Liga,19.0,259,0,0,"MF,FW",3,2,2,1,5,74,6,0.2,0.2,
Matteo Cancellieri,it Serie A,22.0,1424,3,0,"FW,MF",26,13,30,10,28,314,11,2.7,0.7,
Fali Candé,it Serie A,26.0,1530,1,1,DF,25,15,90,11,9,557,4,1.1,0.6,
Antonio Candela,it Serie A,24.0,1008,0,1,DF,31,8,22,5,6,250,9,0.3,0.8,
Antonio Candela,es La Liga,24.0,906,0,0,DF,9,6,33,6,6,261,6,0.0,0.8,
Sergi Canós,es La Liga,27.0,370,0,1,"MF,FW",11,5,5,10,1,124,4,0.5,0.2,
Jaydee Canvot,fr Ligue 1,18.0,1106,0,0,"DF,MF",23,11,54,11,7,384,4,0.2,0.7,
Pierrick Capelle,fr Ligue 1,37.0,483,0,0,MF,24,11,5,4,8,138,5,0.2,1.2,
Gianluca Caprari,it Serie A,31.0,1651,3,2,"MF,FW",19,8,2,18,10,629,30,4.2,2.4,
Elia Caprile,it Serie A,22.0,1620,0,0,GK,1,0,9,0,0,408,0,0.0,0.0,
Elia Caprile,it Serie A,22.0,325,0,0,GK,0,0,2,0,0,44,0,0.0,0.0,
Gabin Capuano,fr Ligue 1,18.0,11,0,0,FW,0,0,0,0,0,3,0,0.0,0.0,
Francesco Caputo,it Serie A,36.0,6,0,0,FW,0,0,0,0,0,1,0,0.0,0.0,
Maxence Caqueret,it Serie A,24.0,1087,2,3,MF,36,7,4,15,14,455,19,0.8,1.5,
Maxence Caqueret,fr Ligue 1,24.0,573,0,0,MF,21,7,2,14,7,211,10,0.7,0.4,
Simon Cara,fr Ligue 1,19.0,9,0,0,"MF,FW",0,0,0,0,0,5,0,0.0,0.0,
Andrea Carboni,it Serie A,23.0,2191,0,1,DF,60,27,106,16,5,822,4,0.3,0.3,
Franco Carboni,it Serie A,21.0,226,0,0,DF,5,0,11,1,2,70,2,0.0,0.1,
Valentin Carboni,fr Ligue 1,19.0,103,0,0,"MF,FW",2,1,1,3,0,51,3,0.0,0.1,
Dani Cárdenas,es La Liga,27.0,540,0,0,GK,0,0,3,0,0,95,0,0.0,0.0,
Irvin Cardona,es La Liga,26.0,606,1,1,"FW,MF",8,4,10,6,3,114,9,1.1,0.6,
Irvin Cardona,fr Ligue 1,26.0,1063,5,3,FW,6,4,6,13,6,283,15,4.5,1.4,
Marc Cardona,es La Liga,29.0,132,0,0,"FW,DF",4,0,0,2,1,45,0,0.4,0.0,
Sergi Cardona,es La Liga,25.0,2945,1,7,DF,71,40,122,39,10,813,45,2.4,5.8,
Johnny Cardoso,es La Liga,22.0,2144,3,1,MF,55,48,64,21,26,752,9,2.0,0.9,
Tiago Cardoso,de Bundesliga,18.0,380,0,0,GK,1,0,2,0,0,101,0,0.0,0.0,
Patrik Carlgren,fr Ligue 1,32.0,417,0,0,GK,0,0,0,0,0,75,0,0.0,0.0,
Diego Carlos,eng Premier League,31.0,830,0,0,DF,8,5,36,0,2,419,0,0.6,0.0,
José Carlos González,es La Liga,18.0,11,0,0,DF,0,0,0,1,0,4,0,0.0,0.0,
Carmona,es La Liga,22.0,2942,0,0,DF,83,68,92,37,19,894,19,0.5,2.0,
Marco Carnesecchi,it Serie A,24.0,3060,0,0,GK,0,0,26,0,0,678,1,0.0,0.2,
Sergio Carreira,es La Liga,23.0,1656,0,4,"MF,DF",28,17,37,30,14,571,16,0.6,3.1,
Dani Carvajal,es La Liga,32.0,609,1,0,DF,12,10,19,9,2,278,5,1.3,0.2,
Fabio Carvalho,eng Premier League,21.0,455,2,1,"FW,MF",13,3,2,7,2,137,4,2.5,0.7,
William Carvalho,es La Liga,32.0,484,0,0,MF,9,3,6,8,3,294,6,0.2,0.2,
Cesare Casadei,it Serie A,21.0,1017,1,1,MF,12,5,26,5,7,259,7,1.2,0.4,
Marc Casado,es La Liga,20.0,1611,1,3,MF,44,22,22,17,4,870,9,1.1,1.4,
Nicolò Casale,it Serie A,26.0,900,0,1,DF,11,17,43,7,3,328,3,0.5,0.5,
Nicolò Casale,it Serie A,26.0,135,0,0,DF,5,1,2,0,0,83,0,0.0,0.0,
Casemiro,eng Premier League,32.0,1494,1,0,MF,83,14,51,22,3,660,22,1.9,2.3,
Kaelan Casey,eng Premier League,19.0,1,0,0,DF,0,0,1,0,0,0,0,0.0,0.0,
Matty Cash,eng Premier League,26.0,2070,1,1,DF,56,23,70,21,19,595,10,0.5,1.1,
Eiran Cashin,eng Premier League,22.0,20,0,0,DF,0,0,2,0,0,21,0,0.0,0.0,
Josué Casimir,fr Ligue 1,22.0,1997,4,4,"FW,MF",37,7,35,25,22,465,26,3.3,3.4,
Federico Cassa,it Serie A,18.0,14,0,0,"MF,FW",0,0,0,0,0,9,0,0.0,0.0,
Cristian Cásseres Jr.,fr Ligue 1,24.0,2696,1,3,MF,96,42,36,26,22,873,27,1.0,2.6,
Timothy Castagne,eng Premier League,28.0,1649,0,1,DF,46,22,83,26,5,547,9,0.4,1.2,
Valentín Castellanos,it Serie A,25.0,2384,10,3,FW,13,6,25,20,16,423,26,13.4,3.6,
